META,inlet_choked,dpump_only_choked_inlet_the_betterOne
DATA,ts_ms,diaphragm_pct,piston_pct,mpx_pressure_hPa,bmp_temp_C,bmp_pressure_hPa,dht_temp_C,dht_humidity
DATA,347023,25,0,418.59, 23.11,1010.66,NaN,NaN
DATA,348022,25,0,434.89, 23.10,1010.65,NaN,NaN
DATA,349023,25,0,445.75, 23.10,1010.66,NaN,NaN
DATA,350022,25,0,462.04, 23.11,1010.65,NaN,NaN
DATA,351023,25,0,478.33, 23.11,1010.64,NaN,NaN
DATA,352022,25,0,483.76, 23.10,1010.64,NaN,NaN
DATA,353022,25,0,494.62, 23.10,1010.65,NaN,NaN
DATA,354023,25,0,510.92, 23.11,1010.66,NaN,NaN
DATA,355022,25,0,521.78, 23.10,1010.64,NaN,NaN
DATA,356023,25,0,532.64, 23.10,1010.64,NaN,NaN
DATA,357022,25,0,548.93, 23.10,1010.66,NaN,NaN
DATA,358023,25,0,559.79, 23.10,1010.64,NaN,NaN
DATA,359022,25,0,570.65, 23.10,1010.66,NaN,NaN
DATA,360023,25,0,581.51, 23.10,1010.64,NaN,NaN
DATA,361023,25,0,603.24, 23.10,1010.62,NaN,NaN
DATA,362022,25,0,608.67, 23.10,1010.64,NaN,NaN
DATA,363023,25,0,619.53, 23.10,1010.66,NaN,NaN
DATA,364022,25,0,635.82, 23.10,1010.65,NaN,NaN
DATA,365023,25,0,646.68, 23.10,1010.65,NaN,NaN
DATA,366022,25,0,657.54, 23.10,1010.67,NaN,NaN
DATA,367023,25,0,673.84, 23.10,1010.68,NaN,NaN
DATA,368022,25,0,684.70, 23.10,1010.68,NaN,NaN
DATA,369022,25,0,700.99, 23.10,1010.66,NaN,NaN
DATA,370023,25,0,711.85, 23.10,1010.67,NaN,NaN
DATA,371022,25,0,722.71, 23.10,1010.67,NaN,NaN
DATA,372023,25,0,733.57, 23.10,1010.70,NaN,NaN
DATA,373022,25,0,749.86, 23.10,1010.66,NaN,NaN
DATA,374023,25,0,766.16, 23.09,1010.66,NaN,NaN
DATA,375022,25,0,777.02, 23.09,1010.67,NaN,NaN
DATA,376023,25,0,787.88, 23.09,1010.64,NaN,NaN
DATA,377023,25,0,798.74, 23.10,1010.67,NaN,NaN
DATA,378022,25,0,815.03, 23.10,1010.67,NaN,NaN
DATA,379023,25,0,825.89, 23.09,1010.66,NaN,NaN
DATA,380022,25,0,836.75, 23.09,1010.68,NaN,NaN
DATA,381023,25,0,853.05, 23.10,1010.71,NaN,NaN
DATA,382022,25,0,863.91, 23.09,1010.68,NaN,NaN
DATA,383023,25,0,874.77, 23.10,1010.68,NaN,NaN
DATA,384022,25,0,891.06, 23.09,1010.68,NaN,NaN
DATA,385022,25,0,901.92, 23.09,1010.69,NaN,NaN
DATA,386023,25,0,907.35, 23.09,1010.70,NaN,NaN
DATA,387022,25,0,923.65, 23.09,1010.68,NaN,NaN
DATA,388023,25,0,939.94, 23.09,1010.66,NaN,NaN
DATA,389022,25,0,950.80, 23.09,1010.64,NaN,NaN
DATA,390023,25,0,967.09, 23.09,1010.67,NaN,NaN
DATA,391022,25,0,972.52, 23.09,1010.66,NaN,NaN
DATA,392023,25,0,988.81, 23.09,1010.65,NaN,NaN
DATA,393023,25,0,999.67, 23.09,1010.67,NaN,NaN
DATA,394022,25,0,1021.40, 23.09,1010.63,NaN,NaN
DATA,395023,25,0,1021.40, 23.09,1010.66,NaN,NaN
DATA,396022,25,0,1037.69, 23.09,1010.66,NaN,NaN
DATA,397023,25,0,1053.98, 23.09,1010.63,NaN,NaN
DATA,398022,25,0,1059.41, 23.09,1010.61,NaN,NaN
DATA,399023,25,0,1075.70, 23.09,1010.65,NaN,NaN
DATA,400022,25,0,1086.56, 23.09,1010.67,NaN,NaN
DATA,401022,25,0,1102.86, 23.08,1010.65,NaN,NaN
DATA,402023,25,0,1113.72, 23.08,1010.64,NaN,NaN
DATA,403022,25,0,1124.58, 23.08,1010.63,NaN,NaN
