META,inlet_choked,only_compressor_manual_outlet 
DATA,ts_ms,diaphragm_pct,piston_pct,mpx_pressure_hPa,bmp_temp_C,bmp_pressure_hPa,dht_temp_C,dht_humidity
DATA,213019,0,50,3416.31,  0.00,  0.00,NaN,NaN
DATA,214020,0,50,3454.33,  0.00,  0.00,NaN,NaN
DATA,215019,0,50,3492.34,  0.00,  0.00,NaN,NaN
DATA,216019,0,50,3524.93,  0.00,  0.00,NaN,NaN
DATA,217020,0,50,3568.37,  0.00,  0.00,NaN,NaN
DATA,218019,0,50,3622.68,  0.00,  0.00,NaN,NaN
DATA,219020,0,50,3644.40,  0.00,  0.00,NaN,NaN
DATA,220019,0,50,3753.01,  0.00,  0.00,NaN,NaN
DATA,221020,0,50,3649.83,  0.00,  0.00,NaN,NaN
DATA,222019,0,50,3774.74,  0.00,  0.00,NaN,NaN
DATA,223020,0,50,3671.55,  0.00,  0.00,NaN,NaN
DATA,224019,0,50,3769.31,  0.00,  0.00,NaN,NaN
DATA,225019,0,50,3742.15,  0.00,  0.00,NaN,NaN
DATA,226020,0,50,3801.89,  0.00,  0.00,NaN,NaN
DATA,227019,0,50,3796.46,  0.00,  0.00,NaN,NaN
DATA,228020,0,50,3829.04,  0.00,  0.00,NaN,NaN
DATA,229019,0,50,3818.18,  0.00,  0.00,NaN,NaN
DATA,230020,0,50,3861.63,  0.00,  0.00,NaN,NaN
DATA,231019,0,50,3872.49,  0.00,  0.00,NaN,NaN
DATA,232019,0,50,3867.06,  0.00,  0.00,NaN,NaN
DATA,233020,0,50,3888.78,  0.00,  0.00,NaN,NaN
DATA,234019,0,50,3905.07,  0.00,  0.00,NaN,NaN
DATA,235020,0,50,3921.36,  0.00,  0.00,NaN,NaN
DATA,236019,0,50,3905.07,  0.00,  0.00,NaN,NaN
DATA,237020,0,50,3910.50,  0.00,  0.00,NaN,NaN
DATA,238019,0,50,3921.36,  0.00,  0.00,NaN,NaN
DATA,239020,0,50,3921.36,  0.00,  0.00,NaN,NaN
DATA,240019,0,50,3959.38,  0.00,  0.00,NaN,NaN
DATA,241019,0,50,3964.81,  0.00,  0.00,NaN,NaN
DATA,242020,0,50,3953.95,  0.00,  0.00,NaN,NaN
DATA,243019,0,50,3986.53,  0.00,  0.00,NaN,NaN
DATA,244020,0,50,3991.96,  0.00,  0.00,NaN,NaN
DATA,245019,0,50,3981.10,  0.00,  0.00,NaN,NaN
DATA,246020,0,50,3991.96,  0.00,  0.00,NaN,NaN
DATA,247019,0,50,4013.69,  0.00,  0.00,NaN,NaN
DATA,248019,0,50,3991.96,  0.00,  0.00,NaN,NaN
DATA,249020,0,50,4029.98,  0.00,  0.00,NaN,NaN
DATA,250019,0,50,4002.82,  0.00,  0.00,NaN,NaN
DATA,251020,0,50,4013.69,  0.00,  0.00,NaN,NaN
DATA,252019,0,50,4029.98,  0.00,  0.00,NaN,NaN
DATA,253020,0,50,4024.55,  0.00,  0.00,NaN,NaN
DATA,254019,0,50,4024.55,  0.00,  0.00,NaN,NaN
DATA,255020,0,50,4073.42,  0.00,  0.00,NaN,NaN
DATA,256019,0,50,4051.70,  0.00,  0.00,NaN,NaN
DATA,257019,0,50,4078.85,  0.00,  0.00,NaN,NaN
DATA,258020,0,50,4100.58,  0.00,  0.00,NaN,NaN
DATA,259019,0,50,4067.99,  0.00,  0.00,NaN,NaN
DATA,260020,0,50,4073.42,  0.00,  0.00,NaN,NaN
DATA,261019,0,50,4089.71,  0.00,  0.00,NaN,NaN
DATA,262020,0,50,4100.58,  0.00,  0.00,NaN,NaN
DATA,263019,0,50,4116.87,  0.00,  0.00,NaN,NaN
DATA,264019,0,50,4133.16,  0.00,  0.00,NaN,NaN
DATA,265020,0,50,4116.87,  0.00,  0.00,NaN,NaN
DATA,266019,0,50,4062.56,  0.00,  0.00,NaN,NaN
DATA,267020,0,50,4051.70,  0.00,  0.00,NaN,NaN
DATA,268019,0,50,4067.99,  0.00,  0.00,NaN,NaN
DATA,269020,0,0,4116.87,  0.00,  0.00,NaN,NaN
DATA,270019,0,0,4116.87,  0.00,  0.00,NaN,NaN
DATA,271020,0,0,4116.87,  0.00,  0.00,NaN,NaN
DATA,272019,0,0,4116.87,  0.00,  0.00,NaN,NaN
